TRAIN, 0, 0.299560
VAL, 0, 0.247072
TRAIN, 1, 0.283386
TRAIN, 0, 0.295493
VAL, 0, 0.259425
TRAIN, 1, 0.284486
VAL, 1, 0.259245
TRAIN, 2, 0.278463
VAL, 2, 0.260440
TRAIN, 3, 0.274535
TRAIN, 0, 0.700125
VAL, 0, 0.582492
TRAIN, 1, 0.684801
TRAIN, 0, 0.915196
VAL, 0, 0.748206
TRAIN, 1, 0.912419
VAL, 1, 0.745242
TRAIN, 2, 0.909636
VAL, 2, 0.742270
TRAIN, 3, 0.906847
VAL, 3, 0.739301
TRAIN, 4, 0.904053
VAL, 4, 0.736333
TRAIN, 5, 0.901250
VAL, 5, 0.733377
TRAIN, 6, 0.898442
TRAIN, 0, 1.035390
VAL, 0, 0.867446
TRAIN, 1, 1.032549
VAL, 1, 0.864602
TRAIN, 2, 1.029713
VAL, 2, 0.861766
TRAIN, 3, 1.026889
VAL, 3, 0.858938
TRAIN, 4, 1.024070
VAL, 4, 0.856117
TRAIN, 5, 1.021251
TRAIN, 0, 0.807891
VAL, 0, 0.605026
TRAIN, 1, 0.783436
VAL, 1, 0.578911
TRAIN, 2, 0.763270
VAL, 2, 0.555318
TRAIN, 3, 0.743256
VAL, 3, 0.534587
TRAIN, 4, 0.723418
VAL, 4, 0.517999
TRAIN, 5, 0.705796
VAL, 5, 0.504393
TRAIN, 6, 0.693670
VAL, 6, 0.492745
TRAIN, 7, 0.684485
VAL, 7, 0.483087
TRAIN, 8, 0.676814
VAL, 8, 0.474970
TRAIN, 9, 0.669342
TRAIN, 0, 1.024011
VAL, 0, 0.823154
TRAIN, 1, 0.988239
VAL, 1, 0.787338
TRAIN, 2, 0.952213
VAL, 2, 0.752866
TRAIN, 3, 0.917878
VAL, 3, 0.719844
TRAIN, 4, 0.886417
VAL, 4, 0.691155
TRAIN, 5, 0.860954
VAL, 5, 0.664218
TRAIN, 6, 0.836680
VAL, 6, 0.639428
TRAIN, 7, 0.812517
VAL, 7, 0.616885
TRAIN, 8, 0.792558
TRAIN, 0, 1.956257
VAL, 0, 1.797408
TRAIN, 1, 1.952123
VAL, 1, 1.793272
TRAIN, 2, 1.947990
VAL, 2, 1.789133
TRAIN, 3, 1.943853
VAL, 3, 1.784992
TRAIN, 4, 1.939713
VAL, 4, 1.780849
TRAIN, 5, 1.935573
VAL, 5, 1.776703
TRAIN, 6, 1.931430
VAL, 6, 1.772559
TRAIN, 7, 1.927282
VAL, 7, 1.768413
TRAIN, 8, 1.923126
VAL, 8, 1.764266
TRAIN, 9, 1.918973
VAL, 9, 1.760117
TRAIN, 10, 1.914815
VAL, 10, 1.755965
TRAIN, 11, 1.910650
TRAIN, 0, 1.776691
VAL, 0, 1.628556
TRAIN, 1, 1.774258
VAL, 1, 1.626099
TRAIN, 2, 1.771807
VAL, 2, 1.623631
TRAIN, 3, 1.769330
VAL, 3, 1.621151
TRAIN, 4, 1.766837
VAL, 4, 1.618660
TRAIN, 5, 1.764336
TRAIN, 0, 1.221092
VAL, 0, 1.107518
TRAIN, 1, 1.218155
VAL, 1, 1.104565
TRAIN, 2, 1.215214
VAL, 2, 1.101612
TRAIN, 3, 1.212269
VAL, 3, 1.098661
TRAIN, 4, 1.209320
VAL, 4, 1.095710
TRAIN, 5, 1.206372
VAL, 5, 1.092759
TRAIN, 6, 1.203421
VAL, 6, 1.089809
TRAIN, 7, 1.200471
VAL, 7, 1.086859
TRAIN, 8, 1.197523
VAL, 8, 1.083911
TRAIN, 9, 1.194571
VAL, 9, 1.080963
TRAIN, 10, 1.191615
VAL, 10, 1.078015
TRAIN, 11, 1.188659
VAL, 11, 1.075068
TRAIN, 12, 1.185703
VAL, 12, 1.072121
TRAIN, 13, 1.182745
VAL, 13, 1.069172
TRAIN, 14, 1.179786
VAL, 14, 1.066220
TRAIN, 15, 1.176825
VAL, 15, 1.063265
TRAIN, 16, 1.173859
VAL, 16, 1.060305
TRAIN, 17, 1.170891
VAL, 17, 1.057340
TRAIN, 18, 1.167920
VAL, 18, 1.054370
TRAIN, 19, 1.164944
VAL, 19, 1.051395
TRAIN, 20, 1.161961
VAL, 20, 1.048413
TRAIN, 21, 1.158973
VAL, 21, 1.045426
TRAIN, 22, 1.155979
VAL, 22, 1.042431
TRAIN, 0, 1.138765
VAL, 0, 1.025156
TRAIN, 1, 1.135780
VAL, 1, 1.022145
TRAIN, 2, 1.132772
VAL, 2, 1.019113
TRAIN, 3, 1.129743
VAL, 3, 1.016060
TRAIN, 4, 1.126697
VAL, 4, 1.013001
TRAIN, 5, 1.123639
VAL, 5, 1.009939
TRAIN, 6, 1.120578
VAL, 6, 1.006878
TRAIN, 7, 1.117496
VAL, 7, 1.003820
TRAIN, 8, 1.114410
VAL, 8, 1.000767
TRAIN, 9, 1.111331
VAL, 9, 0.997715
TRAIN, 10, 1.108251
VAL, 10, 0.994667
TRAIN, 11, 1.105180
VAL, 11, 0.991622
TRAIN, 12, 1.102107
VAL, 12, 0.988579
TRAIN, 13, 1.099034
VAL, 13, 0.985535
TRAIN, 14, 1.095962
VAL, 14, 0.982492
TRAIN, 15, 1.092891
VAL, 15, 0.979449
TRAIN, 16, 1.089816
VAL, 16, 0.976406
TRAIN, 17, 1.086737
VAL, 17, 0.973361
TRAIN, 18, 1.083656
VAL, 18, 0.970314
TRAIN, 19, 1.080573
VAL, 19, 0.967262
TRAIN, 20, 1.077486
VAL, 20, 0.964206
TRAIN, 21, 1.074393
VAL, 21, 0.961146
TRAIN, 22, 1.071295
VAL, 22, 0.958081
TRAIN, 23, 1.068192
